Country ,UNSCRegGrp,LocationCode,ISO3_CODE,ISO2_CODE,SDMX,TwentyTwo,TwentyThree,TwentyFour,TwentyFive,TwentySix,TwentySeven,TwentyEight,TwentyNine,Thirty,ThirtyOne,ThirtyTwo,ThirtyThree,ThirtyFour,ThirtyFive,ThirtySix,ThirtySeven,ThirtyEight,ThirtyNine,Fourty,FourtyOne,FourtyTwo,FourtyThree,FourtyFour,FourtyFive,FourtySix,FourtySeven,FourtyEight,FourtyNine,Fifty,FiftyOne,FiftyTwo,FiftyThree,FiftyFour,FiftyFive,FiftySix,FiftySeven,FiftyEight,FiftyNine,Sixty,SixtyOne,SixtyTwo,SixtyThree,SixtyFour,SixtyFive,SixtySix,SixtySeven,SixtyEight,SixtyNine,Seventy,SeventyOne,SeventyTwo,SeventyThree,SeventyFour,SeventyFive,SeventySix,SeventySeven,SeventyEight,SeventyNine,Eighty,EightyOne,EightyTwo,EightyThree,EightyFour,EightyFive,EightySix,EightySeven,EightyEight,EightyNine,Ninety,NinetyOne,NinetyTwo,NinetyThree,NinetyFour,NinetyFive,NinetySix,NinetySeven,NinetyEight,NinetyNine,OneHundred
Dominican Republic,Latin American and Caribbean Group,214,DOM,DO,214,11228821,11332972,11434006,11532152,11627302,11719851,11809985,11897570,11982524,12065051,12145326,12223234,12298752,12372136,12443224,12511883,12578039,12641774,12703248,12762152,12818454,12872473,12924431,12974297,13021609,13065952,13107192,13145386,13180541,13212860,13242309,13268988,13293158,13314502,13332714,13348144,13361084,13371470,13379161,13384512,13387322,13387025,13384118,13378858,13371252,13361126,13348538,13333851,13317000,13297923,13276673,13253145,13227328,13199396,13169292,13137126,13103007,13066779,13028595,12988263,12945723,12901371,12855078,12806852,12756973,12705318,12651873,12597046,12540848,12483149,12424150,12364118,12302786,12239924,12175738,12110249,12043775,11976445,11908080
Grenada,Latin American and Caribbean Group,308,GRD,GD,308,125438,126184,126887,127553,128189,128786,129341,129870,130367,130833,131279,131698,132100,132494,132868,133233,133580,133906,134219,134511,134786,135042,135279,135500,135695,135867,136018,136147,136253,136330,136380,136402,136400,136380,136332,136267,136182,136062,135919,135755,135563,135347,135113,134854,134573,134265,133930,133570,133178,132767,132335,131870,131383,130876,130346,129799,129240,128664,128071,127470,126860,126246,125640,125022,124402,123788,123175,122564,121946,121329,120717,120104,119484,118854,118222,117590,116943,116289,115631
Guadeloupe,,312,GLP,GP,312,395752,395839,396346,396874,397425,397997,398585,399168,399729,400250,400712,401094,401388,401586,401658,401582,401378,401039,400549,399919,399142,398230,397200,396049,394784,393422,391969,390440,388860,387226,385550,383861,382158,380458,378779,377135,375531,373968,372470,371016,369610,368265,366962,365698,364486,363324,362205,361123,360067,359033,358023,357018,356019,355028,354020,352999,351968,350906,349821,348706,347551,346358,345112,343820,342482,341087,339640,338140,336590,334989,333340,331648,329911,328121,326284,324424,322539,320624,318692
Haiti,Latin American and Caribbean Group,332,HTI,HT,332,11584996,11724764,11867030,12009506,12150614,12290342,12428585,12564896,12700006,12834395,12967402,13098831,13229269,13359166,13488390,13616339,13743136,13867904,13990108,14109872,14227368,14343069,14456973,14568753,14677930,14784688,14888886,14990139,15087519,15181601,15272665,15360234,15444842,15526115,15603904,15678144,15748490,15815237,15878034,15936590,15990972,16041092,16087866,16131664,16171950,16209062,16243543,16274838,16302768,16328144,16350992,16370991,16388431,16403354,16415679,16425365,16432868,16438565,16442625,16444802,16444829,16442639,16438366,16432000,16423497,16413533,16401559,16387502,16371784,16354188,16334563,16312729,16289215,16263977,16236405,16206766,16175300,16142639,16109408
Jamaica,Latin American and Caribbean Group,388,JAM,JM,388,2827377,2825543,2824738,2823199,2820904,2817930,2814231,2809708,2804356,2798159,2791030,2782912,2773843,2763714,2752525,2740318,2727072,2712812,2697534,2681237,2663962,2645711,2626505,2606421,2585442,2563640,2541082,2517797,2493824,2469153,2443846,2417913,2391378,2364266,2336537,2308244,2279455,2250169,2220364,2190089,2159392,2128221,2096582,2064515,2032011,1999080,1965724,1931939,1897746,1863240,1828453,1793379,1758083,1722622,1687001,1651264,1615499,1579784,1544193,1508721,1473404,1438322,1403504,1368967,1334767,1300928,1267485,1234458,1201826,1169596,1137770,1106361,1075374,1044780,1014545,984648,955112,925931,897072
Martinique,,474,MTQ,MQ,474,367507,366980,366416,365819,365196,364553,363885,363192,362472,361725,360938,360105,359212,358250,357206,356058,354798,353414,351910,350281,348508,346603,344586,342446,340185,337807,335331,332770,330121,327420,324681,321904,319124,316349,313596,310883,308221,305620,303098,300668,298329,296081,293922,291855,289878,287986,286174,284438,282769,281159,279600,278084,276598,275133,273672,272206,270734,269245,267730,266188,264615,263008,261361,259672,257950,256192,254382,252526,250635,248715,246765,244778,242767,240733,238681,236620,234541,232450,230356
Montserrat,,500,MSR,MS,500,4390,4386,4372,4360,4353,4343,4332,4319,4301,4287,4271,4248,4229,4210,4182,4158,4134,4107,4080,4054,4027,3997,3969,3939,3904,3872,3841,3809,3781,3748,3713,3683,3652,3625,3597,3563,3533,3504,3479,3454,3427,3405,3383,3356,3330,3309,3287,3263,3241,3220,3200,3181,3159,3135,3114,3093,3071,3049,3026,3002,2979,2957,2932,2910,2889,2862,2835,2814,2793,2771,2746,2720,2700,2679,2656,2636,2615,2595,2575
Puerto Rico,,630,PRI,PR,630,3252407,3260314,3268802,3275310,3279210,3280158,3277996,3271656,3259722,3242061,3219728,3194891,3169240,3143193,3116945,3090506,3063873,3037060,3010092,2982999,2955761,2928255,2900369,2872174,2843717,2815020,2786081,2756931,2727624,2698235,2668779,2639240,2609704,2580223,2550755,2521314,2491908,2462477,2433045,2403650,2374260,2344852,2315477,2286178,2256890,2227582,2198289,2169018,2139722,2110380,2081060,2051743,2022406,1993085,1963760,1934450,1905165,1875913,1846670,1817427,1788216,1759020,1729830,1700626,1671428,1642238,1613055,1583932,1554890,1525970,1497152,1468455,1439939,1411648,1383605,1355781,1328221,1301003,1274146
Saint Barthélemy,,652,BLM,BL,652,10967,10994,11019,11043,11067,11084,11097,11110,11113,11109,11102,11091,11072,11046,11020,10986,10947,10904,10855,10804,10753,10698,10640,10574,10506,10439,10366,10287,10210,10129,10040,9948,9854,9760,9666,9565,9459,9353,9245,9137,9026,8914,8802,8692,8576,8457,8339,8219,8099,7980,7865,7749,7633,7514,7394,7280,7165,7050,6937,6823,6713,6605,6496,6390,6284,6181,6080,5982,5888,5799,5714,5631,5553,5480,5409,5338,5272,5211,5153
Saint Kitts and Nevis,Latin American and Caribbean Group,659,KNA,KN,659,47658,47755,47847,47935,48016,48085,48148,48200,48247,48282,48300,48310,48310,48298,48270,48236,48191,48133,48067,47990,47898,47796,47690,47579,47454,47317,47180,47037,46882,46726,46566,46398,46229,46055,45874,45692,45501,45301,45103,44900,44695,44487,44267,44048,43828,43601,43369,43135,42896,42659,42419,42172,41933,41692,41442,41194,40950,40707,40464,40224,39980,39734,39496,39263,39025,38786,38553,38330,38106,37877,37651,37429,37208,36995,36785,36568,36358,36149,35940
Saint Lucia,Latin American and Caribbean Group,662,LCA,LC,662,179858,180251,180805,181310,181788,182236,182632,182976,183274,183518,183700,183830,183910,183927,183890,183794,183636,183426,183154,182826,182459,182046,181576,181055,180493,179892,179245,178565,177856,177114,176342,175534,174701,173836,172942,172031,171093,170127,169137,168132,167104,166055,164979,163879,162760,161622,160470,159292,158090,156876,155642,154390,153123,151839,150538,149226,147915,146607,145283,143952,142629,141307,139999,138701,137413,136147,134892,133661,132452,131257,130084,128933,127800,126695,125617,124567,123535,122520,121530
Saint Martin (French part),,663,MAF,MF,663,31791,32077,32337,32577,32797,32998,33181,33348,33508,33658,33793,33929,34063,34193,34316,34438,34561,34677,34784,34888,34986,35076,35162,35240,35305,35356,35400,35433,35452,35460,35461,35451,35433,35409,35370,35329,35278,35219,35160,35092,35023,34957,34885,34813,34753,34697,34646,34596,34552,34520,34497,34480,34465,34459,34460,34457,34462,34478,34488,34502,34517,34532,34553,34571,34584,34596,34613,34627,34632,34642,34650,34644,34635,34621,34599,34573,34544,34510,34465
Saint Vincent and the Grenadines,Latin American and Caribbean Group,670,VCT,VC,670,103948,103698,103683,103823,103952,104062,104161,104250,104322,104376,104417,104440,104446,104438,104402,104348,104277,104182,104070,103931,103770,103586,103384,103158,102902,102628,102336,102025,101690,101333,100956,100565,100164,99749,99312,98866,98410,97940,97463,96982,96492,95994,95482,94956,94439,93911,93364,92820,92274,91716,91144,90572,89995,89401,88807,88214,87601,86978,86354,85720,85078,84427,83767,83100,82428,81754,81076,80387,79696,79010,78317,77616,76920,76225,75522,74816,74114,73405,72701
Sint Maarten (Dutch part),,534,SXM,SX,534,44175,44222,44308,44403,44513,44627,44740,44850,44945,45022,45078,45099,45080,45023,44917,44761,44551,44282,43963,43591,43175,42719,42224,41702,41159,40608,40056,39498,38947,38412,37892,37399,36939,36510,36107,35736,35399,35092,34819,34574,34359,34175,34010,33870,33750,33644,33548,33456,33370,33283,33185,33084,32978,32854,32713,32558,32383,32190,31978,31747,31496,31227,30939,30637,30328,30008,29682,29349,29010,28676,28345,28020,27703,27396,27104,26828,26565,26314,26082
Trinidad and Tobago,Latin American and Caribbean Group,780,TTO,TT,780,1531044,1534937,1538200,1540943,1543223,1545029,1546363,1547228,1547690,1547804,1547540,1546883,1545881,1544560,1542899,1540903,1538562,1535893,1532947,1529645,1525952,1521918,1517572,1512948,1508022,1502772,1497180,1491290,1485139,1478725,1472063,1465135,1457957,1450566,1442958,1435182,1427253,1419135,1410839,1402409,1393822,1385075,1376194,1367168,1358012,1348720,1339312,1329805,1320188,1310499,1300778,1291024,1281275,1271536,1261804,1252117,1242492,1232938,1223480,1214128,1204887,1195773,1186793,1177935,1169203,1160609,1152141,1143778,1135502,1127317,1119213,1111164,1103143,1095141,1087182,1079247,1071315,1063410,1055540
Turks and Caicos Islands,,796,TCA,TC,796,45702,46061,46432,46797,47160,47519,47862,48202,48538,48859,49175,49484,49780,50066,50335,50591,50839,51074,51299,51506,51701,51887,52061,52216,52365,52513,52642,52758,52865,52966,53066,53158,53237,53306,53376,53444,53504,53556,53605,53647,53681,53709,53731,53753,53777,53796,53811,53828,53839,53851,53870,53892,53916,53938,53960,53992,54022,54058,54104,54154,54210,54263,54322,54394,54462,54531,54607,54687,54770,54853,54944,55036,55125,55215,55309,55401,55495,55587,55676
United States Virgin Islands,,850,VIR,VI,850,99465,98750,98055,97326,96572,95803,95016,94219,93419,92614,91811,91012,90222,89434,88650,87876,87106,86334,85562,84799,84029,83250,82470,81673,80866,80049,79220,78378,77519,76664,75797,74924,74056,73186,72317,71453,70590,69730,68886,68049,67220,66403,65599,64804,64021,63248,62480,61726,60971,60225,59486,58750,58013,57273,56532,55790,55052,54312,53571,52822,52070,51317,50557,49797,49038,48271,47508,46747,45978,45200,44414,43630,42847,42058,41254,40440,39624,38799,37963
Belize,Latin American and Caribbean Group,84,BLZ,BZ,84,405273,410825,416656,422440,428165,433836,439438,444964,450428,455823,461151,466383,471528,476595,481550,486398,491158,495804,500312,504690,508939,513071,517094,521006,524795,528472,532040,535494,538839,542058,545146,548107,550944,553664,556264,558742,561100,563354,565498,567516,569411,571184,572842,574392,575804,577078,578247,579309,580250,581070,581770,582342,582789,583120,583332,583432,583428,583306,583083,582758,582330,581813,581201,580487,579690,578827,577887,576886,575826,574705,573546,572340,571082,569782,568438,567062,565662,564237,562796
Costa Rica,Latin American and Caribbean Group,188,CRI,CR,188,5180829,5212173,5246714,5280200,5312699,5344138,5374601,5404012,5432244,5459302,5485098,5509608,5532923,5554928,5575486,5594607,5612274,5628344,5642848,5655693,5666916,5676705,5684960,5691658,5696870,5700565,5702694,5703325,5702524,5700313,5696703,5691822,5685688,5678350,5669889,5660388,5649894,5638286,5625590,5611905,5597251,5581709,5565354,5548158,5530112,5511075,5490938,5469789,5447613,5424412,5400142,5374819,5348508,5321240,5293053,5263994,5234228,5203843,5172878,5141346,5109313,5076950,5044432,5011764,4978896,4945974,4913114,4880388,4847844,4815492,4783245,4751182,4719364,4687682,4656268,4625115,4594203,4563480,4533000
El Salvador,Latin American and Caribbean Group,222,SLV,SV,222,6336392,6364942,6396289,6426228,6454736,6481920,6507532,6531581,6554224,6575290,6594732,6612594,6628758,6642981,6655214,6665414,6673556,6679834,6684174,6686672,6687447,6686595,6684119,6679968,6674258,6667096,6658486,6648422,6636853,6623674,6608955,6592679,6574781,6555297,6534368,6511985,6488040,6462631,6435806,6407504,6377656,6346333,6313486,6279006,6242974,6205574,6166724,6126258,6084247,6040699,5995642,5948952,5900549,5850631,5799283,5746462,5692173,5636436,5579374,5520964,5461194,5400277,5338248,5275116,5211106,5146312,5080812,5014842,4948431,4881628,4814632,4747639,4680722,4613943,4547448,4481206,4415225,4349602,4284249
Guatemala,Latin American and Caribbean Group,320,GTM,GT,320,17843908,18092026,18358430,18636531,18913838,19189497,19462401,19733843,20003638,20271427,20537438,20800765,21061659,21319952,21574343,21824411,22070798,22313313,22550243,22781262,23006437,23225677,23438910,23646222,23848005,24044234,24234927,24420291,24600727,24775938,24946261,25111996,25272062,25426626,25575441,25717691,25854365,25985866,26111607,26230647,26343268,26450081,26550359,26643587,26730023,26810383,26884111,26950977,27011409,27064872,27111312,27151027,27183865,27209953,27229649,27243361,27251068,27252819,27248833,27239183,27223647,27202664,27176429,27144506,27107039,27064743,27018124,26967143,26912138,26852889,26789858,26723293,26652980,26579672,26502865,26423033,26341102,26257104,26170739
Honduras,Latin American and Caribbean Group,340,HND,HN,340,10432859,10593798,10759407,10923967,11087422,11249392,11409646,11568061,11724522,11878542,12029729,12178241,12323556,12465996,12605632,12742318,12876432,13007530,13135763,13261233,13383793,13503682,13620656,13734814,13845900,13953404,14058002,14159746,14258514,14354329,14446873,14536170,14622394,14705302,14784762,14860859,14933268,15002097,15067413,15128592,15185379,15238542,15288020,15333736,15375688,15413444,15447466,15478042,15505219,15529204,15550137,15567841,15582232,15593404,15601561,15607189,15610474,15611546,15610228,15606320,15599606,15590426,15579382,15566382,15551318,15534132,15515121,15494194,15471439,15447290,15421571,15394446,15365843,15335390,15303708,15271048,15237226,15202533,15166663
Mexico,Latin American and Caribbean Group,484,MEX,MX,484,127504125,128455566,129388468,130301391,131194049,132061171,132903856,133729252,134534107,135318243,136081567,136816372,137523732,138200922,138844304,139455296,140028842,140561518,141055172,141509850,141925336,142297952,142627834,142919109,143170995,143384384,143553920,143680430,143772364,143829565,143851146,143838271,143790285,143707815,143592165,143444751,143268063,143062103,142829444,142570036,142283240,141970426,141631993,141267882,140873501,140451700,140009110,139544556,139057466,138547019,138011411,137449618,136862192,136249318,135613067,134955184,134275684,133577053,132857423,132118123,131357990,130579334,129785762,128975916,128152098,127314658,126463825,125602252,124732071,123851566,122959540,122059084,121151664,120238778,119321954,118401972,117478120,116552207,115626628
Nicaragua,Latin American and Caribbean Group,558,NIC,NI,558,6948392,7046310,7142529,7237312,7330715,7422450,7512564,7601361,7688686,7774417,7858704,7941633,8023272,8103379,8181701,8258476,8333756,8407196,8478904,8548953,8617298,8683724,8748153,8810804,8871605,8930546,8987448,9042168,9094641,9144844,9192945,9239020,9283001,9324804,9364500,9401986,9437093,9469814,9500072,9528132,9554179,9577956,9599294,9618319,9635173,9649646,9661608,9671366,9678964,9684539,9688464,9690633,9690854,9688897,9684716,9678449,9670272,9660492,9648950,9635459,9620375,9603891,9586029,9566650,9545762,9523590,9500202,9475746,9450484,9424205,9396565,9367680,9337820,9307034,9275234,9242446,9208570,9173768,9138044
Panama,Latin American and Caribbean Group,591,PAN,PA,591,4408580,4468086,4527961,4586672,4644204,4700639,4756063,4810535,4864126,4917001,4969178,5020569,5071120,5120748,5169384,5216940,5263458,5308888,5353222,5396389,5438418,5479534,5519568,5558419,5596146,5632900,5668608,5703036,5736121,5767903,5798568,5828252,5856866,5884370,5910835,5936180,5960388,5983608,6005865,6026934,6046907,6066080,6084450,6101960,6118513,6134128,6148776,6162611,6175683,6187876,6199174,6209592,6219307,6228178,6236164,6243322,6249764,6255346,6259962,6263797,6266832,6269072,6270532,6271312,6271364,6270662,6269246,6267121,6264451,6261197,6257401,6253092,6248130,6242548,6236420,6229738,6222498,6214675,6206167
Argentina,Latin American and Caribbean Group,32,ARG,AR,32,45510318,45773884,46057867,46337520,46613494,46885958,47154446,47418599,47678560,47933519,48184274,48431561,48674651,48912958,49145854,49373724,49595170,49808558,50014489,50212929,50402787,50584827,50759159,50924787,51081914,51231274,51371596,51501321,51621174,51730940,51830731,51920042,51999260,52068035,52126668,52176088,52215391,52245005,52265799,52277807,52281057,52276572,52264442,52245374,52218248,52183035,52139986,52088234,52028280,51960537,51885310,51802896,51713015,51614967,51510299,51400732,51285048,51163666,51036103,50901652,50761524,50616039,50465467,50309412,50148849,49983701,49813683,49640050,49463448,49283276,49100252,48915058,48726996,48536699,48344996,48151485,47956037,47759282,47561645
Bolivia (Plurinational State of),Latin American and Caribbean Group,68,BOL,BO,68,12224110,12388571,12567337,12746148,12924658,13102178,13278038,13452352,13625508,13797344,13967882,14136814,14303356,14467239,14629061,14788620,14945409,15099348,15250564,15399200,15545347,15688782,15829210,15966827,16101681,16233225,16361324,16487088,16609854,16728785,16844478,16957768,17068228,17175407,17279433,17380080,17477265,17571134,17661802,17749494,17834135,17915405,17993314,18067415,18137447,18203812,18266584,18325848,18381696,18434071,18483605,18530308,18573756,18614012,18651259,18685610,18716717,18745071,18771167,18794790,18816230,18835366,18852474,18867829,18880931,18891592,18900371,18907785,18913287,18916573,18917804,18916993,18914465,18910409,18904323,18896026,18886019,18874640,18861521
Brazil,Latin American and Caribbean Group,76,BRA,BR,76,215313498,216422446,217637297,218803058,219927144,221002333,222022547,222989896,223908969,224778256,225589538,226347402,227053318,227705396,228304039,228848367,229332682,229759755,230132293,230444491,230694805,230886445,231027408,231122502,231169240,231168894,231124440,231031649,230885725,230689681,230451273,230172922,229849391,229479575,229061382,228599513,228102020,227560205,226977378,226358994,225701612,225006278,224269708,223490611,222670471,221810663,220910558,219974200,219007260,218010952,216980861,215916339,214826656,213716322,212589156,211445708,210288052,209120149,207939627,206748792,205552661,204356676,203159270,201958631,200761074,199565865,198374221,197187922,196003175,194821798,193647400,192480453,191321249,190168393,189025645,187896665,186775040,185658504,184547593
Chile,Latin American and Caribbean Group,152,CHL,CL,152,19603733,19629590,19658840,19690323,19726828,19768916,19815709,19869597,19933769,20007762,20088389,20169162,20245117,20315156,20379048,20436429,20487618,20532535,20571208,20603920,20630732,20652665,20669717,20681489,20688626,20691596,20690522,20685213,20675378,20660897,20642030,20619242,20592012,20560336,20524777,20485541,20442575,20395674,20345100,20291120,20233814,20173231,20109249,20042160,19972138,19899268,19823681,19745388,19664694,19582016,19497550,19410907,19321815,19230764,19138001,19043412,18947293,18849789,18750841,18650689,18549463,18447493,18345366,18243041,18140310,18037687,17935554,17833711,17732441,17632384,17533728,17436416,17340838,17246672,17153639,17062399,16972956,16885035,16798533
Colombia,Latin American and Caribbean Group,170,COL,CO,170,51874024,52085167,52340773,52610722,52902741,53213060,53527053,53833602,54129765,54413737,54684076,54939194,55178639,55403609,55614410,55809100,55987723,56150515,56298076,56431283,56549346,56651603,56738474,56812317,56873465,56921552,56956822,56978269,56987652,56985337,56969824,56942790,56905340,56856757,56798706,56731158,56651908,56561541,56460243,56347667,56224758,56090216,55944530,55787907,55619242,55439458,55248773,55047231,54834948,54612285,54378666,54133572,53877994,53612934,53338426,53055376,52765098,52467137,52161955,51851376,51537526,51220509,50900038,50577037,50251276,49924538,49598662,49273151,48947599,48623890,48302871,47983894,47667665,47354536,47044435,46737601,46434515,46134338,45837095
Ecuador,Latin American and Caribbean Group,218,ECU,EC,218,18001000,18190484,18377366,18563370,18749868,18936525,19122047,19305626,19486952,19665584,19840908,20012290,20179297,20342202,20500994,20655436,20805884,20952371,21094529,21232395,21366556,21496458,21621378,21741484,21856853,21967446,22073004,22173751,22269779,22361022,22447977,22530406,22607976,22680631,22748299,22811195,22869268,22922614,22971569,23016336,23056544,23091495,23121345,23145739,23164535,23178170,23186965,23190940,23189491,23183310,23172431,23156494,23135393,23109594,23079881,23045676,23006709,22963215,22915904,22865215,22811089,22753258,22692210,22628477,22562110,22493299,22421935,22348394,22273331,22197010,22119023,22039199,21958030,21875516,21791971,21707618,21621978,21535584,21448228
Falkland Islands (Malvinas),,238,FLK,FK,238,3779,3791,3803,3817,3827,3840,3851,3860,3868,3870,3873,3878,3883,3883,3882,3882,3880,3879,3875,3870,3868,3862,3851,3840,3832,3822,3812,3798,3779,3760,3745,3728,3705,3686,3667,3646,3622,3599,3574,3547,3523,3499,3478,3453,3425,3401,3375,3347,3320,3295,3271,3250,3227,3206,3188,3167,3144,3125,3108,3090,3072,3054,3040,3022,3001,2985,2971,2955,2937,2920,2904,2886,2868,2856,2841,2824,2806,2788,2774
French Guiana,,254,GUF,GF,254,304557,312155,319796,327476,335203,342989,350830,358724,366669,374677,382754,390880,399030,407213,415440,423688,431955,440242,448536,456848,465169,473486,481833,490224,498626,507064,515522,523976,532459,540960,549519,558124,566731,575346,583969,592575,601186,609832,618466,627061,635638,644195,652734,661250,669728,678180,686604,695029,703462,711875,720260,728614,736934,745205,753398,761530,769609,777649,785670,793662,801572,809398,817168,824845,832410,839891,847304,854615,861817,868930,875955,882873,889734,896535,903211,909781,916244,922591,928830
Guyana,Latin American and Caribbean Group,328,GUY,GY,328,808726,813834,819594,825051,830213,835082,839668,843990,848032,851765,855198,858368,861278,863916,866301,868453,870380,872100,873641,874998,876161,877142,877955,878575,878991,879203,879236,879094,878746,878214,877488,876524,875359,874008,872453,870696,868702,866470,864034,861400,858562,855536,852328,848931,845340,841570,837628,833503,829209,824746,820128,815344,810379,805261,799987,794534,788912,783128,777173,771053,764805,758429,751904,745229,738407,731480,724445,717281,710015,702662,695232,687715,680092,672370,664579,656714,648759,640734,632627
Paraguay,Latin American and Caribbean Group,600,PRY,PY,600,6780744,6861523,6947270,7031341,7113876,7194655,7273521,7350460,7425448,7498454,7569644,7639257,7707286,7773694,7838570,7902181,7964226,8024670,8083610,8141028,8197012,8251538,8304646,8356300,8406438,8455070,8502116,8547722,8591486,8633280,8673252,8711355,8747751,8782191,8814670,8845326,8874001,8900506,8924887,8947354,8967834,8986046,9002211,9016530,9028791,9039036,9047564,9054234,9058894,9061857,9063296,9063189,9061579,9058622,9054431,9049064,9042153,9033681,9023822,9012568,8999832,8985821,8971010,8955369,8938801,8921223,8902826,8883292,8862522,8840828,8818125,8794596,8770336,8745087,8718931,8691873,8663843,8634962,8605016
Peru,Latin American and Caribbean Group,604,PER,PE,604,34049588,34352719,34683444,35015825,35351784,35690300,36029235,36367136,36702393,37032850,37357050,37675481,37987772,38292986,38591846,38884546,39169734,39447878,39720162,39985297,40242211,40491962,40734413,40968891,41196443,41416288,41627091,41829206,42022554,42207184,42383105,42550346,42709705,42860752,43003082,43138629,43265671,43382572,43489939,43589208,43681143,43765045,43840727,43908122,43968090,44019984,44063454,44098924,44126251,44145061,44156071,44160350,44157950,44148424,44130840,44105722,44073869,44035118,43990236,43938908,43881874,43820328,43754210,43683490,43607790,43527890,43444784,43357113,43264162,43166103,43063712,42957680,42847256,42732542,42614354,42491907,42365066,42235276,42102154
Suriname,Latin American and Caribbean Group,740,SUR,SR,740,618041,623236,628786,634221,639522,644698,649746,654678,659508,664205,668761,673182,677458,681584,685561,689374,693015,696507,699860,703054,706082,708977,711736,714358,716842,719188,721418,723527,725520,727400,729160,730824,732399,733878,735263,736544,737728,738819,739806,740686,741473,742160,742756,743274,743689,744007,744233,744358,744378,744290,744120,743862,743504,743064,742525,741888,741184,740391,739510,738545,737492,736363,735169,733881,732473,730976,729410,727761,726028,724232,722378,720467,718504,716476,714380,712208,709970,707685,705343
Uruguay,Latin American and Caribbean Group,858,URY,UY,858,3422793,3423108,3423316,3423454,3423599,3423688,3423682,3423584,3423372,3423000,3422418,3421623,3420506,3419085,3417374,3415208,3412541,3409390,3405741,3401504,3396681,3391283,3385326,3378836,3371743,3364011,3355660,3346716,3337143,3326997,3316302,3304982,3293052,3280590,3267605,3254091,3240143,3225826,3211141,3196167,3180938,3165421,3149618,3133577,3117263,3100643,3083671,3066338,3048764,3030986,3012906,2994428,2975568,2956315,2936656,2916627,2896307,2875742,2854915,2833772,2812338,2790690,2768802,2746646,2724272,2701742,2679081,2656308,2633471,2610633,2587802,2564978,2542262,2519685,2497257,2475032,2452957,2431034,2409371
Venezuela (Bolivarian Republic of),Latin American and Caribbean Group,862,VEN,VE,862,28301696,28838499,29395334,29926368,30419164,30871302,31289368,31675965,32027461,32343259,32629217,32897334,33154163,33399451,33634577,33859303,34072370,34275073,34467670,34649900,34821950,34984268,35139454,35288946,35432031,35568602,35698638,35821554,35937404,36047794,36153098,36253412,36349775,36442480,36531174,36615480,36695972,36772954,36845915,36914801,36979409,37039540,37094839,37145606,37192046,37233557,37269710,37300289,37325396,37345124,37359528,37368399,37371480,37368953,37361376,37348565,37329146,37302913,37271056,37233280,37189796,37140667,37085079,37023103,36954259,36878611,36796584,36707401,36611004,36507906,36398562,36284160,36164321,36039138,35909162,35774469,35636420,35496033,35353213
Bermuda,,60,BMU,BM,60,64184,64069,63935,63778,63603,63416,63218,63017,62806,62579,62344,62100,61850,61594,61326,61042,60745,60434,60109,59772,59416,59044,58658,58255,57843,57418,56975,56514,56042,55558,55067,54560,54044,53532,53010,52481,51958,51436,50918,50403,49900,49412,48923,48445,47984,47532,47086,46660,46246,45844,45454,45070,44702,44347,44003,43672,43346,43027,42725,42426,42136,41852,41570,41299,41029,40757,40486,40213,39936,39654,39374,39089,38794,38499,38203,37900,37591,37285,36985
Canada,Western European and Others Group,124,CAN,CA,124,38454327,38781292,39107046,39431447,39753765,40071427,40385878,40697516,41008596,41319872,41626319,41926289,42218806,42503204,42780162,43051176,43315598,43572770,43822970,44062266,44290533,44510982,44724547,44932176,45134172,45330641,45521680,45708266,45890819,46068624,46243955,46418610,46591934,46763894,46936016,47109532,47284356,47460228,47637602,47818581,48002083,48186580,48373235,48562184,48752676,48943492,49133876,49323233,49510916,49696106,49878406,50058213,50235436,50408171,50575618,50738643,50897357,51052193,51202541,51348901,51492028,51632492,51770455,51904994,52037317,52168306,52297522,52425424,52552741,52680580,52810045,52941166,53074202,53208819,53344647,53482776,53622294,53762154,53903779
Greenland,,304,GRL,GL,304,56466,56643,56789,56915,57016,57088,57134,57156,57152,57120,57071,57002,56900,56785,56665,56526,56371,56208,56041,55868,55685,55492,55286,55076,54866,54649,54434,54220,53997,53769,53542,53315,53094,52873,52643,52413,52186,51961,51732,51499,51267,51034,50794,50548,50302,50050,49797,49537,49266,48996,48721,48442,48160,47870,47575,47283,46992,46698,46398,46102,45804,45508,45215,44924,44639,44353,44067,43782,43498,43210,42923,42638,42353,42066,41773,41478,41182,40886,40586
Saint Pierre and Miquelon,,666,SPM,PM,666,5862,5840,5815,5787,5756,5729,5704,5675,5651,5626,5601,5577,5552,5534,5516,5494,5473,5454,5437,5421,5400,5376,5351,5329,5298,5264,5233,5200,5165,5126,5088,5048,5004,4955,4909,4861,4814,4770,4727,4686,4645,4603,4562,4520,4480,4441,4406,4376,4347,4314,4286,4261,4231,4204,4182,4158,4133,4110,4084,4059,4037,4014,3990,3966,3941,3921,3900,3872,3846,3827,3809,3784,3759,3737,3711,3688,3668,3641,3614
